user_id,lifestyle_archetype,preferred_location_district_id,max_distance_to_work_km,budget_min_vnd,budget_max_vnd,preferred_room_type,preferred_gender,accept_smoking_roommates,accept_pets,need_private_bathroom,need_air_conditioner,need_parking,need_balcony,need_kitchen,internet_requirement,furniture_requirement,max_roommates,preferred_contract_months,priority_cleanliness,priority_location,priority_budget,priority_privacy,priority_social_environment
U00841,Young Professional,PN,5.8,5675117,10460067,apartment,male,0,0,1,1,0,1,1,high,standard,2,12,3,5,1,4,2
U00842,Social Butterfly,HK,13.6,5728677,9661668,apartment,any,1,0,0,1,0,1,1,high,fully_furnished,6,12,2,4,2,1,5
U00843,Privacy Seeker,TX,5.6,2834479,7662661,studio,any,0,0,1,0,1,0,0,high,fully_furnished,2,3,3,1,5,4,1
U00844,Student,TB,12.1,1128126,5360085,studio,female,0,0,1,0,1,0,0,medium,minimal,4,3,3,1,4,1,4
U00845,Student,GV,6.5,1774739,3886495,studio,any,0,1,0,0,1,0,0,basic,minimal,5,12,3,2,2,1,4
U00846,Social Butterfly,D3,10.3,7047246,8182495,apartment,any,1,0,0,1,1,1,1,medium,fully_furnished,5,12,2,1,3,1,4
U00847,Student,TB,14.9,2897420,5182475,shared_room,any,0,0,1,0,1,0,1,medium,minimal,4,6,2,4,4,2,4
U00848,Young Professional,PN,16.3,5147913,6231999,studio,female,0,1,1,0,0,0,0,medium,minimal,5,3,3,2,3,3,2
U00849,Remote Worker,BT,7.9,8662235,12613320,studio,any,0,0,1,0,1,1,1,high,standard,1,6,5,2,5,4,2
U00850,Privacy Seeker,TB,3.3,3912214,7719394,studio,any,0,0,1,0,0,0,0,basic,minimal,1,3,4,5,5,5,1
U00851,Student,TB,19.9,2347614,3861574,shared_room,female,0,1,0,0,1,0,0,medium,minimal,3,3,2,3,5,2,4
U00852,Young Professional,PN,1.9,7430113,11490329,apartment,male,0,1,1,1,1,1,1,medium,standard,3,6,3,5,4,3,3
U00853,Young Professional,D1,1.3,5073405,6832413,shared_room,any,0,1,1,0,1,0,1,medium,standard,1,3,3,2,1,4,3
U00854,Privacy Seeker,TB,17.2,2410845,4981092,studio,male,0,0,1,0,1,0,0,high,minimal,1,6,4,4,1,5,1
U00855,Privacy Seeker,TD,6.2,3337901,5742139,studio,male,1,1,1,0,0,0,0,medium,standard,1,3,3,5,1,4,1
U00856,Young Professional,D3,5.7,7392131,11381768,studio,male,0,0,0,0,1,1,1,basic,minimal,6,6,3,2,4,3,3
U00857,Young Professional,D1,15.1,6313037,8122583,studio,male,0,0,0,1,0,1,1,basic,minimal,4,3,3,1,4,3,3
U00858,Remote Worker,D7,17.9,9526749,12039096,studio,male,0,1,1,1,1,0,1,high,standard,1,12,4,4,2,4,3
U00859,Student,GV,10.6,2181517,6278347,shared_room,any,1,0,0,0,0,0,1,high,minimal,5,6,2,3,1,2,5
U00860,Young Professional,D1,14.7,7154071,8779677,apartment,any,0,0,1,1,0,1,1,high,fully_furnished,4,12,3,5,3,2,3
U00861,Young Professional,D1,2.8,3861349,7265113,apartment,female,0,1,0,0,0,0,0,medium,minimal,1,24,4,1,5,4,2
U00862,Student,TB,6.4,2924284,6553826,studio,any,0,0,0,0,0,0,0,high,standard,3,12,3,5,1,2,4
U00863,Student,TB,3.5,2531207,7229804,studio,any,1,1,0,0,1,0,0,high,minimal,5,3,2,2,4,1,4
U00864,Student,TB,3.2,2192917,3655782,shared_room,male,0,0,0,0,0,0,0,high,minimal,3,3,1,4,2,2,4
U00865,Social Butterfly,D3,5.9,7888910,10247614,apartment,any,0,0,0,0,1,1,1,medium,standard,3,12,3,4,2,1,5
U00866,Student,TD,7.3,1112482,3833544,studio,male,0,1,0,0,0,0,0,medium,minimal,4,3,2,4,5,2,4
U00867,Student,TB,17.9,2965831,4985300,studio,male,0,0,1,0,0,0,0,medium,standard,4,6,2,1,3,2,4
U00868,Young Professional,PN,14.1,5181455,8640697,apartment,female,1,1,0,1,0,0,1,medium,standard,4,12,3,3,3,2,3
U00869,Social Butterfly,HK,6.4,3657318,7618162,apartment,male,1,0,1,0,0,0,0,high,minimal,5,12,2,2,4,1,5
U00870,Young Professional,PN,10.9,6213899,9485460,studio,any,1,0,0,1,1,1,0,high,fully_furnished,4,6,4,2,2,3,2
U00871,Young Professional,D1,14.7,4545377,8218096,apartment,any,0,0,0,1,0,0,1,medium,fully_furnished,4,24,3,2,2,3,3
U00872,Social Butterfly,D1,18.0,4012027,7143510,studio,male,1,1,0,0,1,0,0,high,standard,5,6,2,2,4,1,4
U00873,Social Butterfly,HK,19.9,4308273,6745951,studio,any,1,1,1,0,0,0,0,high,minimal,4,12,2,3,1,1,4
U00874,Social Butterfly,D1,3.3,4318105,6059339,shared_room,male,1,0,0,1,1,0,1,medium,minimal,4,6,2,1,1,1,5
U00875,Remote Worker,D7,16.8,8933423,13271585,studio,female,1,1,1,1,0,1,0,high,fully_furnished,2,6,4,5,2,4,2
U00876,Privacy Seeker,TB,15.4,1008177,4140582,studio,female,0,1,1,0,1,0,0,high,standard,2,6,4,3,3,5,1
U00877,Student,GV,16.1,2267610,4039017,shared_room,female,0,1,1,0,0,0,0,high,minimal,5,6,2,2,4,2,4
U00878,Student,GV,10.6,3755789,7619846,studio,female,0,1,0,0,0,0,0,high,fully_furnished,5,6,2,4,4,1,3
U00879,Remote Worker,D2,10.5,7676106,11436725,apartment,male,1,1,1,0,0,1,1,high,fully_furnished,1,24,4,2,3,4,2
U00880,Student,GV,14.5,2224401,5690475,studio,any,1,0,0,0,1,0,0,high,standard,6,3,2,5,4,2,4
U00881,Privacy Seeker,TD,19.8,3207722,5341709,shared_room,male,0,1,0,1,1,0,0,medium,minimal,2,3,3,1,3,4,1
U00882,Young Professional,PN,8.6,3967505,7935803,studio,female,1,0,0,0,0,0,0,high,minimal,3,3,4,3,4,2,4
U00883,Young Professional,PN,3.4,7445826,11730268,studio,male,0,1,1,1,0,1,0,high,fully_furnished,3,6,3,3,5,3,3
U00884,Social Butterfly,D3,16.4,4925266,7057988,apartment,male,0,0,0,0,1,0,0,high,minimal,6,24,3,3,4,1,4
U00885,Young Professional,D1,6.7,3037967,4611735,shared_room,any,1,0,0,0,0,0,0,basic,standard,5,3,3,3,2,2,3
U00886,Remote Worker,D7,9.9,7691490,11530167,studio,male,0,0,1,1,1,1,1,high,minimal,1,6,3,5,5,4,2
U00887,Young Professional,D3,11.7,6840513,9012693,apartment,female,1,0,0,1,1,1,1,basic,minimal,3,12,3,1,1,3,2
U00888,Young Professional,PN,9.2,4709597,7104465,apartment,any,0,0,0,0,1,0,0,medium,minimal,4,6,3,4,2,2,3
U00889,Privacy Seeker,TX,12.0,2171661,6572170,studio,female,1,0,1,0,0,0,0,medium,minimal,2,3,2,5,3,5,1
U00890,Student,GV,13.8,2331363,7319789,apartment,female,0,1,1,0,0,0,0,medium,standard,6,24,2,5,2,1,4
U00891,Student,TD,5.6,3382113,5148492,shared_room,female,0,0,0,1,0,0,1,high,standard,6,6,2,3,2,1,4
U00892,Remote Worker,D2,7.6,9885593,12542636,studio,any,0,0,0,1,0,0,0,high,standard,1,12,3,3,3,4,2
U00893,Remote Worker,D7,11.1,8431006,10019997,apartment,any,0,1,1,1,0,0,1,high,standard,2,6,3,5,4,4,3
U00894,Privacy Seeker,CG,13.6,3673326,8410095,apartment,male,1,0,1,0,1,1,1,high,fully_furnished,1,24,5,1,3,5,1
U00895,Young Professional,PN,16.9,4611602,5696909,shared_room,male,0,1,1,0,1,0,1,medium,standard,1,3,4,3,1,4,2
U00896,Student,GV,19.3,1809123,4561951,shared_room,female,1,0,0,0,1,0,0,high,standard,3,12,2,4,1,1,3
U00897,Young Professional,PN,12.5,7442126,10215510,apartment,any,0,0,1,0,1,1,1,medium,minimal,5,12,3,1,5,3,3
U00898,Social Butterfly,D1,4.8,3954640,8497093,apartment,any,1,1,0,1,0,1,1,medium,minimal,6,12,3,1,5,1,5
U00899,Remote Worker,D2,13.0,11335476,16153060,studio,female,1,1,0,1,0,0,1,high,fully_furnished,4,3,4,3,2,3,1
U00900,Remote Worker,D7,3.8,8789879,12671263,apartment,male,0,1,1,0,1,1,0,high,fully_furnished,2,6,5,3,4,4,2
U00901,Student,GV,17.2,1899731,4930147,studio,any,1,1,1,0,0,0,0,medium,minimal,6,3,2,3,1,2,4
U00902,Young Professional,D3,19.3,6687756,10809032,apartment,female,1,1,1,0,0,1,1,medium,minimal,2,12,3,4,3,4,3
U00903,Young Professional,PN,18.6,4556321,9541315,apartment,female,1,1,0,1,0,1,1,high,minimal,6,12,3,3,1,2,3
U00904,Social Butterfly,D3,17.3,3135477,5345710,studio,female,1,0,0,0,1,0,0,medium,standard,5,6,2,5,5,1,4
U00905,Social Butterfly,D1,9.9,4483302,9317439,apartment,any,1,1,0,0,0,1,1,high,fully_furnished,6,6,3,5,2,1,5
U00906,Social Butterfly,D3,9.7,4707478,5836955,shared_room,male,1,0,1,0,0,0,1,medium,standard,3,12,2,5,4,1,5
U00907,Remote Worker,D7,4.5,7370982,9531331,studio,male,0,1,1,1,0,1,1,high,minimal,1,12,4,4,3,5,2
U00908,Social Butterfly,D1,6.1,4249152,7816413,studio,female,1,1,0,0,0,0,0,medium,standard,3,6,2,2,4,1,4
U00909,Privacy Seeker,TX,16.7,2915021,6587959,studio,male,1,0,1,0,1,0,0,high,minimal,1,6,3,5,4,4,1
U00910,Remote Worker,D2,18.3,10112929,11631726,studio,female,0,1,1,1,0,1,1,high,minimal,1,6,4,3,1,5,1
U00911,Student,TD,5.2,3099276,4715909,shared_room,female,0,0,0,0,1,0,0,high,standard,5,12,2,5,5,2,4
U00912,Young Professional,D1,18.8,3237369,6813010,shared_room,male,1,1,1,1,0,0,1,medium,minimal,3,3,3,1,5,3,2
U00913,Privacy Seeker,TB,19.1,2503630,5347433,studio,male,0,0,0,0,1,0,0,medium,minimal,2,12,4,3,1,5,1
U00914,Student,TB,11.9,2656113,4011191,studio,any,0,1,0,0,1,0,0,high,minimal,4,6,2,2,1,1,4
U00915,Remote Worker,D7,1.4,8197775,9960563,apartment,any,1,0,1,1,0,1,1,high,minimal,2,24,3,5,5,4,3
U00916,Young Professional,D3,2.0,7454395,10687080,studio,any,0,0,0,0,0,1,1,medium,standard,3,3,2,4,3,3,2
U00917,Privacy Seeker,TX,18.0,1382968,4472609,studio,any,0,1,1,0,1,0,0,medium,minimal,1,12,3,5,2,4,2
U00918,Student,TB,10.8,2297988,7151081,studio,male,1,0,0,0,0,0,0,high,standard,3,12,1,3,3,1,4
U00919,Remote Worker,BT,12.1,11450484,16168910,studio,any,0,0,1,1,0,1,1,high,fully_furnished,1,12,3,5,2,4,2
U00920,Young Professional,D1,5.4,7171331,10930742,apartment,female,0,0,1,1,1,1,1,medium,standard,2,6,4,1,3,4,2
U00921,Privacy Seeker,CG,14.0,1280698,3432170,shared_room,any,0,1,0,0,1,0,0,medium,minimal,2,6,4,3,5,4,1
U00922,Student,TB,15.9,3434510,6077413,studio,female,0,0,0,0,1,0,0,high,minimal,4,3,2,5,5,1,3
U00923,Remote Worker,BT,6.1,9444233,14291407,apartment,male,0,0,1,1,1,0,1,high,fully_furnished,1,12,3,2,4,4,2
U00924,Young Professional,PN,2.9,4848238,9260574,studio,male,1,0,0,1,1,1,1,high,fully_furnished,5,3,3,3,2,3,2
U00925,Young Professional,D3,19.6,5883487,7867522,apartment,any,1,0,1,0,1,0,0,medium,standard,5,12,3,5,2,3,2
U00926,Privacy Seeker,TX,17.7,1716278,5754053,studio,female,0,0,1,0,0,0,0,high,minimal,2,6,3,1,1,4,1
U00927,Social Butterfly,HK,3.1,5807925,7946018,apartment,male,0,0,1,0,1,0,0,medium,minimal,5,6,3,3,2,1,5
U00928,Young Professional,D3,12.6,6269306,8773166,studio,any,1,0,1,1,1,1,1,medium,minimal,1,12,3,2,2,4,3
U00929,Remote Worker,D2,18.1,8578528,12340954,apartment,female,1,1,1,1,0,1,1,high,standard,5,24,3,3,3,3,2
U00930,Remote Worker,BT,2.0,10371640,12949545,studio,any,0,0,1,1,0,0,0,high,standard,2,12,4,1,1,4,1
U00931,Student,GV,18.1,2798469,7139702,apartment,male,1,0,1,0,0,0,0,high,minimal,6,12,2,2,2,1,5
U00932,Student,TD,12.3,1447022,5459244,shared_room,male,0,1,0,0,0,0,0,medium,standard,6,6,1,4,4,2,4
U00933,Student,TD,10.6,3166771,7125678,studio,any,0,1,1,0,1,0,0,high,minimal,5,6,1,1,1,2,4
U00934,Student,GV,8.9,1601433,3478952,shared_room,female,0,1,1,0,0,0,0,high,minimal,3,3,1,2,3,2,4
U00935,Social Butterfly,D1,5.8,7649582,11074608,apartment,female,0,1,0,1,1,1,1,high,standard,3,6,3,4,5,1,5
U00936,Social Butterfly,D3,5.5,5324149,6547380,studio,male,1,0,1,0,1,0,0,medium,standard,3,12,2,1,2,1,5
U00937,Remote Worker,D2,1.3,7739314,10909079,apartment,male,0,0,1,1,0,1,1,high,fully_furnished,2,24,4,2,1,4,1
U00938,Social Butterfly,D3,7.6,3310312,5519901,shared_room,female,0,0,0,0,1,0,0,medium,fully_furnished,6,12,2,4,4,1,5
U00939,Young Professional,D1,11.9,6243269,10943821,apartment,male,1,0,0,1,0,0,1,medium,standard,4,12,3,1,5,3,3
U00940,Privacy Seeker,TB,18.7,3771705,7456769,apartment,female,0,0,1,0,0,0,0,medium,standard,2,12,3,2,1,5,1
U00941,Social Butterfly,HK,1.9,4716101,8440011,studio,male,1,1,0,1,1,0,1,high,standard,6,12,3,3,4,1,4
U00942,Remote Worker,D7,12.5,7395173,10997201,apartment,female,0,1,1,1,1,1,0,high,standard,1,6,4,4,2,4,2
U00943,Privacy Seeker,CG,19.8,3258726,5700473,studio,any,0,1,1,0,0,0,0,basic,minimal,2,3,4,4,3,4,1
U00944,Student,GV,16.1,3527810,4534474,shared_room,any,1,1,0,0,0,0,0,high,standard,4,12,2,3,3,2,4
U00945,Young Professional,D1,3.2,3618960,4748797,shared_room,female,1,1,0,0,0,0,0,medium,minimal,6,6,4,4,1,3,2
U00946,Remote Worker,D7,4.5,8621084,12247261,studio,female,0,0,1,1,1,1,1,high,standard,2,6,3,3,1,5,2
U00947,Young Professional,PN,19.6,5641733,9407217,apartment,any,0,0,0,1,0,0,1,high,standard,3,6,2,5,4,3,1
U00948,Social Butterfly,D3,10.6,4027678,8888578,apartment,male,1,1,0,1,0,1,0,high,standard,6,12,2,4,4,1,4
U00949,Privacy Seeker,TX,7.5,1533623,2865601,shared_room,female,0,0,0,0,1,0,0,medium,minimal,2,6,3,1,3,4,1
U00950,Remote Worker,D7,7.3,8861772,12008060,studio,female,1,0,1,1,1,0,1,high,fully_furnished,2,3,4,2,5,4,2
U00951,Student,TB,15.6,3896509,6672756,shared_room,female,1,1,0,0,0,0,1,high,minimal,3,6,2,2,3,1,4
U00952,Remote Worker,D2,17.9,7488890,8869164,apartment,any,0,0,1,0,1,1,1,high,standard,2,12,4,5,2,4,3
U00953,Privacy Seeker,TD,12.8,2290622,6221873,studio,female,0,1,0,0,0,0,0,high,fully_furnished,3,6,4,2,5,3,2
U00954,Young Professional,D3,9.6,3594629,6865209,shared_room,any,0,1,1,0,1,0,0,medium,minimal,6,3,3,3,5,3,3
U00955,Remote Worker,D7,15.0,8710267,10828686,studio,male,0,1,0,1,1,0,1,high,fully_furnished,5,3,4,2,2,3,1
U00956,Young Professional,D3,17.4,7156242,8715153,studio,any,1,1,0,0,1,0,1,basic,standard,3,12,3,2,3,3,2
U00957,Student,GV,16.2,3786437,8444737,apartment,male,1,0,1,1,0,0,1,high,fully_furnished,4,24,2,3,5,2,5
U00958,Young Professional,PN,13.4,4291913,8271632,apartment,female,1,1,0,1,1,1,1,medium,standard,1,24,3,5,2,4,2
U00959,Privacy Seeker,TX,17.9,2026550,5385943,studio,any,0,0,0,0,0,0,0,basic,minimal,2,6,3,1,5,4,1
U00960,Social Butterfly,HK,5.3,6774634,10590868,apartment,any,0,0,0,1,1,0,1,high,fully_furnished,5,12,3,2,3,1,4
U00961,Privacy Seeker,TD,7.1,1168039,5776855,shared_room,female,0,1,0,1,0,0,0,basic,standard,1,12,3,2,1,5,1
U00962,Student,TD,14.0,2985500,7681363,apartment,female,0,0,1,0,0,0,0,high,minimal,5,6,2,3,4,1,4
U00963,Young Professional,D3,14.6,3638300,7352063,studio,any,1,1,0,0,0,0,0,basic,standard,5,6,3,3,5,3,3
U00964,Student,TB,12.6,2732398,3861604,shared_room,male,0,1,0,0,1,0,0,basic,minimal,3,6,2,4,1,2,4
U00965,Privacy Seeker,TD,14.0,3664969,4896794,studio,female,0,1,1,0,0,0,0,high,minimal,2,12,3,3,3,5,1
U00966,Privacy Seeker,CG,7.6,3656377,8129210,studio,male,0,0,1,1,1,0,1,medium,standard,2,12,3,5,3,4,1
U00967,Young Professional,PN,1.8,6618954,7626931,studio,female,1,1,1,0,0,0,0,basic,minimal,1,12,2,4,4,4,3
U00968,Student,GV,3.8,1587837,6024633,studio,female,1,1,0,0,0,0,0,high,standard,6,6,2,1,2,2,4
U00969,Privacy Seeker,TD,10.0,3423373,6091564,studio,female,1,0,0,0,1,0,0,high,minimal,1,6,4,1,2,4,1
U00970,Student,TB,13.4,2105555,6784979,studio,male,0,1,0,0,1,0,0,high,minimal,3,3,2,4,1,1,3
U00971,Privacy Seeker,TB,1.6,1550648,2851677,shared_room,male,0,0,1,0,1,0,0,basic,minimal,1,6,4,2,1,4,1
U00972,Privacy Seeker,CG,8.6,1834930,6578386,studio,any,0,1,1,0,0,0,0,medium,minimal,1,3,5,1,1,4,1
U00973,Social Butterfly,HK,14.6,4632922,7136489,studio,any,0,0,0,0,1,0,0,high,minimal,6,12,2,5,5,1,5
U00974,Young Professional,D3,11.2,4484230,8449603,apartment,any,1,0,0,0,0,1,1,high,standard,3,6,1,2,2,3,2
U00975,Young Professional,D3,3.3,4353505,5424933,studio,male,1,1,0,0,0,0,0,high,fully_furnished,6,6,3,1,5,2,3
U00976,Student,TB,8.8,3405820,7673680,studio,female,0,1,0,0,0,0,0,high,standard,3,12,2,5,2,1,3
U00977,Young Professional,D1,19.5,5270033,8286959,apartment,male,0,1,0,1,1,1,1,high,fully_furnished,3,6,3,5,5,3,3
U00978,Student,TB,4.7,1951877,4116782,shared_room,female,1,1,0,0,0,0,0,medium,minimal,6,3,3,3,1,2,4
U00979,Social Butterfly,D1,11.0,4128604,8714510,apartment,female,1,0,0,1,1,1,1,medium,fully_furnished,6,6,2,4,5,1,5
U00980,Remote Worker,BT,13.8,6910602,8766317,apartment,male,0,1,1,1,0,1,1,high,fully_furnished,1,12,4,3,1,5,1
U00981,Student,GV,8.8,1544055,4110355,studio,any,0,0,1,0,0,0,0,high,standard,4,12,1,4,4,2,5
U00982,Remote Worker,D2,17.5,10015173,12240798,apartment,male,0,1,1,1,1,1,1,high,fully_furnished,1,12,2,2,4,5,3
U00983,Remote Worker,BT,6.4,10276510,11392488,studio,male,1,1,1,1,1,0,1,high,standard,1,6,4,3,4,5,2
U00984,Student,GV,1.1,3930908,8330755,studio,any,1,1,1,1,1,0,1,medium,standard,4,3,3,5,4,1,3
U00985,Social Butterfly,D3,5.9,5187546,7657792,apartment,any,1,0,1,0,1,0,0,medium,standard,5,6,3,5,3,1,5
U00986,Social Butterfly,D1,11.6,3999597,8423829,apartment,female,1,0,0,1,1,1,1,medium,standard,6,24,3,1,4,1,5
U00987,Remote Worker,BT,18.2,6990364,8781844,apartment,male,0,0,1,1,1,0,1,high,standard,1,24,3,1,3,4,2
U00988,Social Butterfly,HK,14.2,3019049,6732203,studio,male,0,0,0,0,0,0,0,medium,minimal,6,3,2,3,3,2,4
U00989,Young Professional,PN,1.0,3433199,5676184,studio,female,1,1,1,0,1,0,0,high,fully_furnished,1,12,4,3,3,4,2
U00990,Young Professional,PN,13.7,7252989,11332321,apartment,male,1,0,1,0,1,0,1,basic,standard,4,12,3,1,4,2,3
U00991,Social Butterfly,HK,17.3,3358759,6862357,studio,male,1,0,0,0,0,0,0,high,fully_furnished,5,12,2,4,1,1,5
U00992,Remote Worker,D7,7.3,11616181,15975237,studio,male,0,1,1,0,0,0,1,high,fully_furnished,1,6,3,5,1,4,2
U00993,Student,TB,4.9,2565666,5924707,shared_room,male,0,1,1,0,1,0,0,medium,minimal,5,12,2,2,3,1,3
U00994,Social Butterfly,HK,14.6,6077128,8700577,apartment,male,0,0,1,1,1,1,1,medium,standard,3,6,3,3,2,1,4
U00995,Social Butterfly,D1,5.4,5440629,9642883,apartment,female,1,0,0,1,1,0,1,medium,fully_furnished,3,24,3,4,1,1,5
U00996,Social Butterfly,D1,19.8,5948068,9636206,apartment,male,1,0,0,1,0,1,1,medium,fully_furnished,5,6,2,1,1,1,4
U00997,Social Butterfly,D1,6.1,4195674,8397684,studio,male,0,1,0,1,0,1,1,basic,standard,3,3,3,5,5,1,4
U00998,Student,TD,18.1,3922346,8402471,apartment,female,0,0,0,1,0,1,0,high,minimal,5,24,1,4,4,2,4
U00999,Student,TD,19.0,3928300,5082830,shared_room,male,1,1,0,1,0,0,1,medium,standard,5,6,2,4,4,1,4
U01000,Young Professional,D1,10.6,3816154,8730214,apartment,female,0,1,0,1,1,1,1,medium,minimal,5,12,2,1,4,3,2
