roomId,roomType,districtId,preferredGender,allowSmoking,allowPets,cleanlinessRequired,noiseTolerance,guestPolicy,preferredSleepHabit,preferredOccupation,curfewPolicy,maxOccupants,minimumBudget
R00282,private_room,Q8,male,not_allowed,not_allowed,medium,low,frequently,late,any,none,1,5181668
R00283,studio,HBT,any,not_allowed,not_allowed,low,low,frequently,early,office_worker,before_midnight,2,4954066
R00284,shared_room,CG,female,not_allowed,not_allowed,high,medium,rarely,normal,any,none,3,1680530
R00285,private_room,TTR,male,not_allowed,not_allowed,medium,medium,rarely,normal,any,none,1,1308633
R00286,private_room,TP,male,outside_only,not_allowed,medium,low,occasionally,very_late,office_worker,before_midnight,1,3954696
R00287,studio,GV,any,outside_only,not_allowed,low,high,occasionally,normal,student,before_midnight,1,6485370
R00288,shared_room,Q6,female,not_allowed,not_allowed,medium,low,rarely,normal,student,none,4,926198
R00289,shared_room,BC,any,not_allowed,not_allowed,high,low,occasionally,early,student,none,3,863179
R00290,shared_room,HM,female,not_allowed,allowed,high,medium,rarely,normal,student,none,4,1042999
R00291,shared_room,TP,male,not_allowed,not_allowed,high,medium,occasionally,early,student,none,4,1601184
R00292,shared_room,CG,female,not_allowed,cats_only,high,low,rarely,very_early,student,before_11pm,2,1224323
R00293,private_room,BD,female,not_allowed,allowed,medium,low,occasionally,very_late,student,none,1,8504970
R00294,shared_room,Q5,any,not_allowed,allowed,medium,high,rarely,early,student,before_midnight,4,1879792
R00295,private_room,CC,female,not_allowed,allowed,medium,low,occasionally,late,office_worker,none,1,1591619
R00296,shared_room,TX,male,not_allowed,not_allowed,high,medium,rarely,normal,any,before_11pm,3,1782175
R00297,private_room,CC,female,allowed,allowed,medium,high,rarely,normal,student,none,1,3121592
R00298,shared_room,Q4,any,not_allowed,not_allowed,medium,medium,occasionally,normal,student,none,2,1217131
R00299,shared_room,TB,female,outside_only,small_pets_only,high,low,occasionally,normal,student,before_midnight,4,1675337
R00300,shared_room,TTR,any,allowed,small_pets_only,medium,medium,rarely,normal,student,none,3,1076285
R00301,shared_room,Q7,any,not_allowed,allowed,medium,medium,rarely,normal,student,before_midnight,4,2172022
R00302,shared_room,HM,male,not_allowed,small_pets_only,high,medium,rarely,very_early,student,none,2,1125771
R00303,private_room,SS,male,not_allowed,allowed,medium,medium,occasionally,very_early,student,before_midnight,1,1315608
R00304,studio,BTL,any,allowed,allowed,high,high,frequently,early,student,before_midnight,2,6602437
R00305,private_room,Q12,female,not_allowed,not_allowed,medium,low,occasionally,very_early,student,none,1,4386295
R00306,private_room,TB,male,not_allowed,allowed,high,low,frequently,normal,student,before_11pm,1,6196545
R00307,shared_room,Q12,female,not_allowed,allowed,medium,low,occasionally,early,student,none,4,1206039
R00308,studio,BD,any,outside_only,cats_only,medium,medium,rarely,very_early,student,before_11pm,1,9255276
R00309,shared_room,GL,any,outside_only,not_allowed,medium,high,occasionally,normal,student,before_11pm,3,1027870
R00310,shared_room,TB,any,not_allowed,not_allowed,medium,medium,occasionally,early,student,none,4,1267114
R00311,studio,HM,any,allowed,not_allowed,high,low,frequently,early,student,before_midnight,2,2209763
R00312,shared_room,HBT,male,not_allowed,not_allowed,high,medium,rarely,normal,any,before_midnight,4,2070941
R00313,private_room,TX,male,not_allowed,cats_only,medium,low,rarely,very_late,student,none,1,6703873
R00314,shared_room,BT,any,not_allowed,not_allowed,high,medium,rarely,late,student,before_midnight,2,1161351
R00315,shared_room,Q10,male,not_allowed,not_allowed,high,low,occasionally,normal,student,none,2,1920572
R00316,private_room,CC,female,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_11pm,1,3916306
R00317,studio,Q10,any,outside_only,allowed,medium,medium,rarely,very_early,any,before_midnight,1,9300901
R00318,shared_room,NTL,female,not_allowed,small_pets_only,high,medium,occasionally,normal,any,before_midnight,3,1158957
R00319,studio,CC,any,not_allowed,not_allowed,medium,medium,occasionally,normal,student,none,1,2076338
R00320,shared_room,Q7,male,not_allowed,small_pets_only,high,high,rarely,normal,student,none,2,2037386
R00321,private_room,GV,female,allowed,allowed,medium,medium,frequently,late,student,none,1,4348920
R00322,shared_room,Q8,male,outside_only,not_allowed,high,medium,occasionally,normal,office_worker,before_11pm,2,716638
R00323,private_room,SS,female,not_allowed,small_pets_only,medium,medium,occasionally,early,student,before_11pm,1,1518658
R00324,shared_room,BC,male,not_allowed,allowed,medium,medium,rarely,normal,any,none,3,945726
R00325,private_room,GL,any,outside_only,small_pets_only,medium,medium,rarely,normal,student,before_midnight,1,3481426
R00326,private_room,TP,male,not_allowed,not_allowed,medium,medium,frequently,early,student,none,1,5011537
R00327,shared_room,HD,male,not_allowed,small_pets_only,high,medium,rarely,normal,student,before_11pm,3,1495270
R00328,shared_room,TTR,any,not_allowed,not_allowed,high,medium,frequently,early,student,before_11pm,3,1122249
R00329,shared_room,LB,female,not_allowed,allowed,high,medium,frequently,normal,office_worker,before_midnight,4,721968
R00330,shared_room,TP,female,outside_only,not_allowed,medium,low,rarely,normal,office_worker,before_11pm,4,1485407
R00331,private_room,Q11,male,not_allowed,not_allowed,medium,low,rarely,normal,student,before_midnight,1,2703652
R00332,private_room,BC,female,not_allowed,allowed,medium,low,rarely,normal,office_worker,before_11pm,1,3306691
R00333,shared_room,Q7,female,not_allowed,not_allowed,high,low,rarely,early,office_worker,before_11pm,3,1359973
R00334,shared_room,HM,male,not_allowed,not_allowed,high,medium,rarely,normal,student,none,4,630672
R00335,shared_room,DD,any,not_allowed,not_allowed,high,high,rarely,very_early,student,none,2,1091121
R00336,studio,BT,any,allowed,not_allowed,low,low,occasionally,normal,student,before_midnight,1,9547298
R00337,private_room,CG,male,allowed,not_allowed,medium,medium,rarely,early,student,none,1,4739841
R00338,private_room,GV,any,not_allowed,not_allowed,medium,high,rarely,normal,office_worker,none,1,3750233
R00339,shared_room,Q10,male,not_allowed,small_pets_only,high,low,occasionally,early,any,none,2,1676579
R00340,shared_room,HD,any,not_allowed,not_allowed,medium,medium,occasionally,late,student,none,2,761332
R00341,shared_room,DD,female,not_allowed,small_pets_only,high,high,rarely,normal,student,before_11pm,4,1180352
R00342,shared_room,GV,female,not_allowed,not_allowed,high,medium,rarely,late,student,none,2,734316
R00343,shared_room,Q1,male,not_allowed,not_allowed,high,low,rarely,normal,student,none,4,3211441
R00344,private_room,BC,female,allowed,not_allowed,medium,low,frequently,very_early,student,before_11pm,1,2728201
R00345,private_room,Q10,female,not_allowed,cats_only,medium,low,occasionally,late,student,before_11pm,1,5058519
R00346,private_room,NTL,male,allowed,small_pets_only,high,medium,rarely,normal,office_worker,none,1,6211824
R00347,private_room,PN,female,not_allowed,not_allowed,low,high,frequently,normal,student,before_midnight,1,3306138
R00348,shared_room,CG,any,allowed,not_allowed,high,low,rarely,normal,office_worker,before_midnight,2,1042836
R00349,private_room,HL,female,outside_only,allowed,medium,medium,occasionally,early,student,none,1,2170173
R00350,shared_room,SS,female,not_allowed,not_allowed,high,medium,occasionally,early,student,none,3,826830
R00351,shared_room,HL,female,not_allowed,not_allowed,high,medium,occasionally,normal,student,before_11pm,2,1045164
R00352,shared_room,Q12,male,not_allowed,small_pets_only,high,low,rarely,early,student,none,2,1120827
R00353,shared_room,DA,any,not_allowed,allowed,high,low,occasionally,very_late,student,none,3,517220
R00354,studio,Q7,any,allowed,small_pets_only,high,medium,frequently,normal,student,before_11pm,1,13914697
R00355,studio,BT,any,not_allowed,allowed,low,low,frequently,very_early,student,before_11pm,2,4530667
R00356,shared_room,Q7,male,not_allowed,small_pets_only,high,low,occasionally,very_early,student,none,4,1416740
R00357,shared_room,PN,any,not_allowed,not_allowed,medium,medium,rarely,normal,any,none,4,1258893
R00358,private_room,Q4,female,not_allowed,not_allowed,medium,high,occasionally,normal,office_worker,before_midnight,1,3381398
R00359,shared_room,Q5,any,outside_only,small_pets_only,medium,medium,rarely,very_early,student,none,2,1092134
R00360,private_room,TTR,female,not_allowed,allowed,medium,medium,occasionally,early,student,before_midnight,1,3425343
R00361,shared_room,SS,male,not_allowed,cats_only,high,low,rarely,early,student,none,3,918808
R00362,shared_room,TP,male,not_allowed,not_allowed,high,medium,rarely,very_late,student,none,2,1533717
R00363,private_room,BD,female,outside_only,allowed,high,low,occasionally,early,any,before_midnight,1,6123994
R00364,shared_room,BC,female,not_allowed,not_allowed,high,medium,rarely,late,office_worker,before_midnight,3,774795
R00365,shared_room,Q11,any,outside_only,allowed,medium,medium,rarely,very_late,any,before_11pm,3,1403678
R00366,shared_room,TP,any,not_allowed,allowed,high,medium,rarely,normal,any,before_midnight,2,1388515
R00367,private_room,TTR,female,allowed,not_allowed,high,high,frequently,early,student,before_midnight,1,4194967
R00368,shared_room,Q12,any,not_allowed,cats_only,high,medium,rarely,early,any,before_11pm,3,959493
R00369,private_room,Q3,male,not_allowed,small_pets_only,high,medium,occasionally,early,student,before_midnight,1,8271835
R00370,shared_room,CC,female,not_allowed,allowed,medium,low,occasionally,normal,any,none,3,911128
R00371,private_room,BTL,female,allowed,small_pets_only,high,medium,rarely,early,student,none,1,2803306
R00372,shared_room,Q3,male,not_allowed,cats_only,high,low,rarely,normal,student,none,2,2948374
R00373,private_room,Q3,female,not_allowed,cats_only,high,low,rarely,late,office_worker,none,1,5624827
R00374,shared_room,HL,female,not_allowed,small_pets_only,high,medium,rarely,very_early,student,before_midnight,2,1542366
R00375,private_room,TD,male,not_allowed,not_allowed,medium,low,rarely,normal,any,none,1,3170330
R00376,shared_room,TB,male,not_allowed,not_allowed,high,medium,frequently,normal,student,none,2,1577301
R00377,shared_room,GV,any,not_allowed,not_allowed,high,high,occasionally,very_late,office_worker,before_11pm,3,1057358
R00378,shared_room,GV,any,not_allowed,not_allowed,high,medium,rarely,early,office_worker,none,2,638759
R00379,private_room,Q6,male,not_allowed,not_allowed,medium,low,frequently,early,student,none,1,4208813
R00380,shared_room,DD,male,not_allowed,allowed,medium,medium,rarely,normal,student,before_11pm,4,1673632
R00381,private_room,Q1,male,not_allowed,small_pets_only,low,high,rarely,normal,student,before_11pm,1,9250613
R00382,studio,CG,any,allowed,not_allowed,medium,medium,frequently,late,student,none,2,6103650
R00383,private_room,TB,male,not_allowed,cats_only,high,medium,rarely,normal,student,none,1,3765138
R00384,private_room,BD,male,outside_only,small_pets_only,medium,high,occasionally,normal,student,none,1,8640175
R00385,shared_room,TX,any,not_allowed,not_allowed,high,high,occasionally,normal,student,before_midnight,3,905164
R00386,private_room,BC,female,allowed,not_allowed,low,low,occasionally,early,office_worker,before_11pm,1,3790681
R00387,shared_room,Q8,any,not_allowed,allowed,high,medium,rarely,very_early,student,none,4,832835
R00388,studio,TD,any,allowed,not_allowed,low,medium,frequently,normal,student,none,1,3449728
R00389,private_room,Q10,male,outside_only,cats_only,medium,low,occasionally,late,student,before_midnight,1,7757263
R00390,private_room,HK,male,outside_only,not_allowed,high,medium,occasionally,late,office_worker,none,1,8655176
R00391,private_room,TP,male,not_allowed,cats_only,medium,medium,occasionally,normal,student,before_midnight,1,2645380
R00392,private_room,HL,female,not_allowed,not_allowed,high,medium,occasionally,early,office_worker,none,1,4726224
R00393,private_room,BTL,male,not_allowed,not_allowed,low,low,occasionally,early,student,before_11pm,1,4169681
R00394,studio,HD,any,not_allowed,allowed,high,low,frequently,very_early,office_worker,before_11pm,2,6033638
R00395,private_room,CC,female,not_allowed,allowed,high,medium,frequently,late,student,none,1,3932352
R00396,studio,Q1,any,allowed,not_allowed,medium,medium,occasionally,very_early,student,none,1,14597388
R00397,private_room,HM,any,not_allowed,small_pets_only,medium,low,rarely,early,any,before_11pm,1,2705248
R00398,private_room,Q8,male,not_allowed,small_pets_only,high,high,occasionally,normal,student,before_midnight,1,5005026
R00399,private_room,BTL,female,not_allowed,not_allowed,medium,low,occasionally,early,student,before_11pm,1,5857965
R00400,private_room,PN,male,outside_only,small_pets_only,medium,low,frequently,late,any,none,1,6832708
R00401,shared_room,BC,any,not_allowed,not_allowed,medium,low,rarely,normal,any,before_11pm,3,1168635
R00402,shared_room,TTR,female,not_allowed,allowed,medium,high,rarely,early,student,none,3,713101
R00403,shared_room,DA,female,allowed,small_pets_only,medium,low,occasionally,early,student,before_11pm,2,566648
R00404,shared_room,GL,female,not_allowed,not_allowed,high,low,occasionally,early,any,none,3,1011937
R00405,studio,GV,any,outside_only,small_pets_only,medium,medium,frequently,normal,student,none,1,3361809
R00406,shared_room,Q12,any,not_allowed,not_allowed,medium,low,rarely,early,student,none,3,965756
R00407,shared_room,Q3,female,not_allowed,not_allowed,high,low,occasionally,normal,any,before_midnight,2,2026101
R00408,studio,DA,any,outside_only,not_allowed,high,low,frequently,late,student,before_11pm,1,3308454
R00409,private_room,TX,male,not_allowed,not_allowed,medium,low,rarely,normal,any,none,1,5035210
R00410,shared_room,Q6,any,not_allowed,cats_only,high,medium,rarely,late,student,before_midnight,2,1210931
R00411,shared_room,Q4,any,outside_only,not_allowed,high,low,rarely,normal,office_worker,none,2,1344940
R00412,shared_room,TD,any,not_allowed,small_pets_only,high,low,rarely,early,office_worker,before_11pm,3,918951
R00413,shared_room,SS,female,not_allowed,not_allowed,medium,low,rarely,very_late,any,before_midnight,4,615346
R00414,private_room,NB,male,outside_only,not_allowed,medium,low,rarely,early,any,before_midnight,1,5525180
R00415,shared_room,Q7,any,not_allowed,cats_only,medium,high,rarely,normal,student,before_11pm,2,1625101
R00416,private_room,Q12,female,not_allowed,small_pets_only,medium,low,rarely,normal,any,before_midnight,1,5140730
R00417,private_room,BD,male,not_allowed,small_pets_only,medium,medium,rarely,early,student,none,1,6693940
R00418,shared_room,BC,any,not_allowed,allowed,medium,low,rarely,early,student,before_midnight,3,919090
R00419,shared_room,HM,female,not_allowed,cats_only,high,low,rarely,early,office_worker,none,3,591352
R00420,studio,Q3,any,allowed,small_pets_only,medium,medium,rarely,early,office_worker,none,2,9799169
R00421,private_room,Q3,male,allowed,allowed,medium,high,occasionally,normal,student,none,1,5959741
R00422,private_room,CG,female,allowed,not_allowed,medium,medium,occasionally,early,student,none,1,7015864
R00423,shared_room,CC,male,not_allowed,not_allowed,medium,medium,rarely,normal,any,before_midnight,2,571356
